state,county,Stname,ctyname,CENSUS2010POP
18,155,Indiana,Switzerland County,10613
18,157,Indiana,Tippecanoe County,172780
18,159,Indiana,Tipton County,15936
18,161,Indiana,Union County,7516
18,163,Indiana,Vanderburgh County,179703
18,165,Indiana,Vermillion County,16212
18,167,Indiana,Vigo County,107848
18,169,Indiana,Wabash County,32888
18,171,Indiana,Warren County,8508
18,173,Indiana,Warrick County,59689
18,175,Indiana,Washington County,28262
18,177,Indiana,Wayne County,68917
18,179,Indiana,Wells County,27636
18,181,Indiana,White County,24643
18,183,Indiana,Whitley County,33292
19,001,Iowa,Adair County,7682
19,003,Iowa,Adams County,4029
19,005,Iowa,Allamakee County,14330
19,007,Iowa,Appanoose County,12887
19,009,Iowa,Audubon County,6119
19,011,Iowa,Benton County,26076
19,013,Iowa,Black Hawk County,131090
19,015,Iowa,Boone County,26306
19,017,Iowa,Bremer County,24276
19,019,Iowa,Buchanan County,20958
19,021,Iowa,Buena Vista County,20260
19,023,Iowa,Butler County,14867
19,025,Iowa,Calhoun County,9670
19,027,Iowa,Carroll County,20816
19,029,Iowa,Cass County,13956
19,031,Iowa,Cedar County,18499
19,033,Iowa,Cerro Gordo County,44151
19,035,Iowa,Cherokee County,12072
19,037,Iowa,Chickasaw County,12439
19,039,Iowa,Clarke County,9286
19,041,Iowa,Clay County,16667
19,043,Iowa,Clayton County,18129
19,045,Iowa,Clinton County,49116
19,047,Iowa,Crawford County,17096
19,049,Iowa,Dallas County,66135
19,051,Iowa,Davis County,8753
19,053,Iowa,Decatur County,8457
19,055,Iowa,Delaware County,17764
19,057,Iowa,Des Moines County,40325
19,059,Iowa,Dickinson County,16667
19,061,Iowa,Dubuque County,93653
19,063,Iowa,Emmet County,10302
19,065,Iowa,Fayette County,20880
19,067,Iowa,Floyd County,16303
19,069,Iowa,Franklin County,10680
19,071,Iowa,Fremont County,7441
19,073,Iowa,Greene County,9336
19,075,Iowa,Grundy County,12453
19,077,Iowa,Guthrie County,10954
19,079,Iowa,Hamilton County,15673
19,081,Iowa,Hancock County,11341
19,083,Iowa,Hardin County,17534
19,085,Iowa,Harrison County,14928
19,087,Iowa,Henry County,20145
19,089,Iowa,Howard County,9566
19,091,Iowa,Humboldt County,9815
19,093,Iowa,Ida County,7089
19,095,Iowa,Iowa County,16355
19,097,Iowa,Jackson County,19848
19,099,Iowa,Jasper County,36842
19,101,Iowa,Jefferson County,16843
19,103,Iowa,Johnson County,130882
19,105,Iowa,Jones County,20638
19,107,Iowa,Keokuk County,10511
19,109,Iowa,Kossuth County,15543
19,111,Iowa,Lee County,35862
19,113,Iowa,Linn County,211226
19,115,Iowa,Louisa County,11387
19,117,Iowa,Lucas County,8898
19,119,Iowa,Lyon County,11581
19,121,Iowa,Madison County,15679
19,123,Iowa,Mahaska County,22381
19,125,Iowa,Marion County,33309
19,127,Iowa,Marshall County,40648
19,129,Iowa,Mills County,15059
19,131,Iowa,Mitchell County,10776
19,133,Iowa,Monona County,9243
19,135,Iowa,Monroe County,7970
19,137,Iowa,Montgomery County,10740
19,139,Iowa,Muscatine County,42745
19,141,Iowa,O'Brien County,14398
19,143,Iowa,Osceola County,6462
19,145,Iowa,Page County,15932
19,147,Iowa,Palo Alto County,9421
19,149,Iowa,Plymouth County,24986
19,151,Iowa,Pocahontas County,7310
19,153,Iowa,Polk County,430640
19,155,Iowa,Pottawattamie County,93158
19,157,Iowa,Poweshiek County,18914
19,159,Iowa,Ringgold County,5131
19,161,Iowa,Sac County,10350
19,163,Iowa,Scott County,165224
19,165,Iowa,Shelby County,12167
19,167,Iowa,Sioux County,33704
19,169,Iowa,Story County,89542
19,171,Iowa,Tama County,17767
19,173,Iowa,Taylor County,6317
19,175,Iowa,Union County,12534
19,177,Iowa,Van Buren County,7570
19,179,Iowa,Wapello County,35625
19,181,Iowa,Warren County,46225
19,183,Iowa,Washington County,21704
19,185,Iowa,Wayne County,6403
19,187,Iowa,Webster County,38013
19,189,Iowa,Winnebago County,10866
19,191,Iowa,Winneshiek County,21056
19,193,Iowa,Woodbury County,102172
19,195,Iowa,Worth County,7598
19,197,Iowa,Wright County,13229
20,001,Kansas,Allen County,13371
20,003,Kansas,Anderson County,8102
20,005,Kansas,Atchison County,16924
20,007,Kansas,Barber County,4861
20,009,Kansas,Barton County,27674
20,011,Kansas,Bourbon County,15173
20,013,Kansas,Brown County,9984
20,015,Kansas,Butler County,65880
20,017,Kansas,Chase County,2790
20,019,Kansas,Chautauqua County,3669
20,021,Kansas,Cherokee County,21603
20,023,Kansas,Cheyenne County,2726
20,025,Kansas,Clark County,2215
20,027,Kansas,Clay County,8535
20,029,Kansas,Cloud County,9533
20,031,Kansas,Coffey County,8601
20,033,Kansas,Comanche County,1891
20,035,Kansas,Cowley County,36311
20,037,Kansas,Crawford County,39134
20,039,Kansas,Decatur County,2961
20,041,Kansas,Dickinson County,19754
20,043,Kansas,Doniphan County,7945
20,045,Kansas,Douglas County,110826
20,047,Kansas,Edwards County,3037
20,049,Kansas,Elk County,2882
20,051,Kansas,Ellis County,28452
20,053,Kansas,Ellsworth County,6497
20,055,Kansas,Finney County,36776
20,057,Kansas,Ford County,33848
20,059,Kansas,Franklin County,25992
20,061,Kansas,Geary County,34362
20,063,Kansas,Gove County,2695
20,065,Kansas,Graham County,2597
20,067,Kansas,Grant County,7829
20,069,Kansas,Gray County,6006
20,071,Kansas,Greeley County,1247
20,073,Kansas,Greenwood County,6689
20,075,Kansas,Hamilton County,2690
20,077,Kansas,Harper County,6034
20,079,Kansas,Harvey County,34684
20,081,Kansas,Haskell County,4256
20,083,Kansas,Hodgeman County,1916
20,085,Kansas,Jackson County,13462
20,087,Kansas,Jefferson County,19126
20,089,Kansas,Jewell County,3077
20,091,Kansas,Johnson County,544179
20,093,Kansas,Kearny County,3977
20,095,Kansas,Kingman County,7858
20,097,Kansas,Kiowa County,2553
20,099,Kansas,Labette County,21607
20,101,Kansas,Lane County,1750
20,103,Kansas,Leavenworth County,76227
20,105,Kansas,Lincoln County,3241
20,107,Kansas,Linn County,9656
20,109,Kansas,Logan County,2756
20,111,Kansas,Lyon County,33690
20,113,Kansas,McPherson County,29180
20,115,Kansas,Marion County,12660
20,117,Kansas,Marshall County,10117
20,119,Kansas,Meade County,4575
20,121,Kansas,Miami County,32787
20,123,Kansas,Mitchell County,6373
20,125,Kansas,Montgomery County,35471
20,127,Kansas,Morris County,5923
20,129,Kansas,Morton County,3233
20,131,Kansas,Nemaha County,10178
20,133,Kansas,Neosho County,16512
20,135,Kansas,Ness County,3107
20,137,Kansas,Norton County,5671
20,139,Kansas,Osage County,16295
20,141,Kansas,Osborne County,3858
20,143,Kansas,Ottawa County,6091
20,145,Kansas,Pawnee County,6973
20,147,Kansas,Phillips County,5642
20,149,Kansas,Pottawatomie County,21604
20,151,Kansas,Pratt County,9656
20,153,Kansas,Rawlins County,2519
20,155,Kansas,Reno County,64511
20,157,Kansas,Republic County,4980
20,159,Kansas,Rice County,10083
20,161,Kansas,Riley County,71115
20,163,Kansas,Rooks County,5181
20,165,Kansas,Rush County,3307
20,167,Kansas,Russell County,6970
20,169,Kansas,Saline County,55606
20,171,Kansas,Scott County,4936
20,173,Kansas,Sedgwick County,498365
20,175,Kansas,Seward County,22952
20,177,Kansas,Shawnee County,177934
20,179,Kansas,Sheridan County,2556
20,181,Kansas,Sherman County,6010
20,183,Kansas,Smith County,3853
20,185,Kansas,Stafford County,4437
20,187,Kansas,Stanton County,2235
20,189,Kansas,Stevens County,5724
20,191,Kansas,Sumner County,24132
20,193,Kansas,Thomas County,7900
20,195,Kansas,Trego County,3001
20,197,Kansas,Wabaunsee County,7053
20,199,Kansas,Wallace County,1485
20,201,Kansas,Washington County,5799
20,203,Kansas,Wichita County,2234
20,205,Kansas,Wilson County,9409
20,207,Kansas,Woodson County,3309
20,209,Kansas,Wyandotte County,157505
21,001,Kentucky,Adair County,18656
21,003,Kentucky,Allen County,19956
21,005,Kentucky,Anderson County,21421
21,007,Kentucky,Ballard County,8249
21,009,Kentucky,Barren County,42173
21,011,Kentucky,Bath County,11591
21,013,Kentucky,Bell County,28691
21,015,Kentucky,Boone County,118811
21,017,Kentucky,Bourbon County,19985
21,019,Kentucky,Boyd County,49542
21,021,Kentucky,Boyle County,28432
21,023,Kentucky,Bracken County,8488
21,025,Kentucky,Breathitt County,13878
21,027,Kentucky,Breckinridge County,20059
21,029,Kentucky,Bullitt County,74319
21,031,Kentucky,Butler County,12690
21,033,Kentucky,Caldwell County,12984
21,035,Kentucky,Calloway County,37191
21,037,Kentucky,Campbell County,90336
21,039,Kentucky,Carlisle County,5104
21,041,Kentucky,Carroll County,10811
21,043,Kentucky,Carter County,27720
21,045,Kentucky,Casey County,15955
21,047,Kentucky,Christian County,73955
21,049,Kentucky,Clark County,35613
21,051,Kentucky,Clay County,21730
21,053,Kentucky,Clinton County,10272
21,055,Kentucky,Crittenden County,9315
21,057,Kentucky,Cumberland County,6856
21,059,Kentucky,Daviess County,96656
21,061,Kentucky,Edmonson County,12161
21,063,Kentucky,Elliott County,7852
21,065,Kentucky,Estill County,14672
21,067,Kentucky,Fayette County,295803
21,069,Kentucky,Fleming County,14348
21,071,Kentucky,Floyd County,39451
21,073,Kentucky,Franklin County,49285
21,075,Kentucky,Fulton County,6813
21,077,Kentucky,Gallatin County,8589
21,079,Kentucky,Garrard County,16912
21,081,Kentucky,Grant County,24662
21,083,Kentucky,Graves County,37121
21,085,Kentucky,Grayson County,25746
21,087,Kentucky,Green County,11258
21,089,Kentucky,Greenup County,36910
21,091,Kentucky,Hancock County,8565
21,093,Kentucky,Hardin County,105543
21,095,Kentucky,Harlan County,29278
21,097,Kentucky,Harrison County,18846
21,099,Kentucky,Hart County,18199
21,101,Kentucky,Henderson County,46250
21,103,Kentucky,Henry County,15416
21,105,Kentucky,Hickman County,4902
21,107,Kentucky,Hopkins County,46920
21,109,Kentucky,Jackson County,13494
21,111,Kentucky,Jefferson County,741096
21,113,Kentucky,Jessamine County,48586
21,115,Kentucky,Johnson County,23356
21,117,Kentucky,Kenton County,159720
21,119,Kentucky,Knott County,16346
21,121,Kentucky,Knox County,31883
21,123,Kentucky,Larue County,14193
21,125,Kentucky,Laurel County,58849
21,127,Kentucky,Lawrence County,15860
21,129,Kentucky,Lee County,7887
21,131,Kentucky,Leslie County,11310
21,133,Kentucky,Letcher County,24519
21,135,Kentucky,Lewis County,13870
21,137,Kentucky,Lincoln County,24742
21,139,Kentucky,Livingston County,9519
21,141,Kentucky,Logan County,26835
21,143,Kentucky,Lyon County,8314
21,145,Kentucky,McCracken County,65565
21,147,Kentucky,McCreary County,18306
21,149,Kentucky,McLean County,9531
21,151,Kentucky,Madison County,82916
21,153,Kentucky,Magoffin County,13333
21,155,Kentucky,Marion County,19820
21,157,Kentucky,Marshall County,31448
21,159,Kentucky,Martin County,12929
21,161,Kentucky,Mason County,17490
21,163,Kentucky,Meade County,28602
21,165,Kentucky,Menifee County,6306
21,167,Kentucky,Mercer County,21331
21,169,Kentucky,Metcalfe County,10099
21,171,Kentucky,Monroe County,10963
21,173,Kentucky,Montgomery County,26499
21,175,Kentucky,Morgan County,13923
21,177,Kentucky,Muhlenberg County,31499
21,179,Kentucky,Nelson County,43437
21,181,Kentucky,Nicholas County,7135
21,183,Kentucky,Ohio County,23842
21,185,Kentucky,Oldham County,60316
21,187,Kentucky,Owen County,10841
21,189,Kentucky,Owsley County,4755
21,191,Kentucky,Pendleton County,14877
21,193,Kentucky,Perry County,28712
21,195,Kentucky,Pike County,65024
21,197,Kentucky,Powell County,12613
21,199,Kentucky,Pulaski County,63063
21,201,Kentucky,Robertson County,2282
21,203,Kentucky,Rockcastle County,17056
21,205,Kentucky,Rowan County,23333
21,207,Kentucky,Russell County,17565
21,209,Kentucky,Scott County,47173
21,211,Kentucky,Shelby County,42074
21,213,Kentucky,Simpson County,17327
21,215,Kentucky,Spencer County,17061
21,217,Kentucky,Taylor County,24512
21,219,Kentucky,Todd County,12460
21,221,Kentucky,Trigg County,14339
21,223,Kentucky,Trimble County,8809
21,225,Kentucky,Union County,15007
21,227,Kentucky,Warren County,113792
21,229,Kentucky,Washington County,11717
21,231,Kentucky,Wayne County,20813
21,233,Kentucky,Webster County,13621
21,235,Kentucky,Whitley County,35637
21,237,Kentucky,Wolfe County,7355
21,239,Kentucky,Woodford County,24939
22,001,Louisiana,Acadia Parish,61773
22,003,Louisiana,Allen Parish,25764
22,005,Louisiana,Ascension Parish,107215
22,007,Louisiana,Assumption Parish,23421
22,009,Louisiana,Avoyelles Parish,42073
22,011,Louisiana,Beauregard Parish,35654
22,013,Louisiana,Bienville Parish,14353
22,015,Louisiana,Bossier Parish,116979
22,017,Louisiana,Caddo Parish,254969
22,019,Louisiana,Calcasieu Parish,192768
22,021,Louisiana,Caldwell Parish,10132
22,023,Louisiana,Cameron Parish,6839
22,025,Louisiana,Catahoula Parish,10407
22,027,Louisiana,Claiborne Parish,17195
22,029,Louisiana,Concordia Parish,20822
22,031,Louisiana,De Soto Parish,26656
22,033,Louisiana,East Baton Rouge Parish,440171
22,035,Louisiana,East Carroll Parish,7759
22,037,Louisiana,East Feliciana Parish,20267
22,039,Louisiana,Evangeline Parish,33984
22,041,Louisiana,Franklin Parish,20767
22,043,Louisiana,Grant Parish,22309
22,045,Louisiana,Iberia Parish,73240
22,047,Louisiana,Iberville Parish,33387
22,049,Louisiana,Jackson Parish,16274
22,051,Louisiana,Jefferson Parish,432552
22,053,Louisiana,Jefferson Davis Parish,31594
22,055,Louisiana,Lafayette Parish,221578
22,057,Louisiana,Lafourche Parish,96318
22,059,Louisiana,La Salle Parish,14890
22,061,Louisiana,Lincoln Parish,46735
22,063,Louisiana,Livingston Parish,128026
22,065,Louisiana,Madison Parish,12093
22,067,Louisiana,Morehouse Parish,27979
22,069,Louisiana,Natchitoches Parish,39566
22,071,Louisiana,Orleans Parish,343829
22,073,Louisiana,Ouachita Parish,153720
22,075,Louisiana,Plaquemines Parish,23042
22,077,Louisiana,Pointe Coupee Parish,22802
22,079,Louisiana,Rapides Parish,131613
22,081,Louisiana,Red River Parish,9091
22,083,Louisiana,Richland Parish,20725
22,085,Louisiana,Sabine Parish,24233
22,087,Louisiana,St. Bernard Parish,35897
22,089,Louisiana,St. Charles Parish,52780
22,091,Louisiana,St. Helena Parish,11203
22,093,Louisiana,St. James Parish,22102
22,095,Louisiana,St. John the Baptist Parish,45924
22,097,Louisiana,St. Landry Parish,83384
22,099,Louisiana,St. Martin Parish,52160
22,101,Louisiana,St. Mary Parish,54650
22,103,Louisiana,St. Tammany Parish,233740
22,105,Louisiana,Tangipahoa Parish,121097
22,107,Louisiana,Tensas Parish,5252
22,109,Louisiana,Terrebonne Parish,111860
22,111,Louisiana,Union Parish,22721
22,113,Louisiana,Vermilion Parish,57999
22,115,Louisiana,Vernon Parish,52334
22,117,Louisiana,Washington Parish,47168
22,119,Louisiana,Webster Parish,41207
22,121,Louisiana,West Baton Rouge Parish,23788
22,123,Louisiana,West Carroll Parish,11604
22,125,Louisiana,West Feliciana Parish,15625
22,127,Louisiana,Winn Parish,15313
23,001,Maine,Androscoggin County,107702
23,003,Maine,Aroostook County,71870
23,005,Maine,Cumberland County,281674
23,007,Maine,Franklin County,30768
23,009,Maine,Hancock County,54418
23,011,Maine,Kennebec County,122151
23,013,Maine,Knox County,39736
23,015,Maine,Lincoln County,34457
23,017,Maine,Oxford County,57833
23,019,Maine,Penobscot County,153923
23,021,Maine,Piscataquis County,17535
23,023,Maine,Sagadahoc County,35293
23,025,Maine,Somerset County,52228
23,027,Maine,Waldo County,38786
23,029,Maine,Washington County,32856
23,031,Maine,York County,197131
24,001,Maryland,Allegany County,75087
24,003,Maryland,Anne Arundel County,537656
24,005,Maryland,Baltimore County,805029
24,009,Maryland,Calvert County,88737
24,011,Maryland,Caroline County,33066
24,013,Maryland,Carroll County,167134
24,015,Maryland,Cecil County,101108
24,017,Maryland,Charles County,146551
24,019,Maryland,Dorchester County,32618
24,021,Maryland,Frederick County,233385
24,023,Maryland,Garrett County,30097
24,025,Maryland,Harford County,244826
24,027,Maryland,Howard County,287085
24,029,Maryland,Kent County,20197
24,031,Maryland,Montgomery County,971777
24,033,Maryland,Prince George's County,863420
24,035,Maryland,Queen Anne's County,47798
24,037,Maryland,St. Mary's County,105151
24,039,Maryland,Somerset County,26470
24,041,Maryland,Talbot County,37782
24,043,Maryland,Washington County,147430
24,045,Maryland,Wicomico County,98733
24,047,Maryland,Worcester County,51454
24,510,Maryland,Baltimore city,620961
25,001,Massachusetts,Barnstable County,215888
25,003,Massachusetts,Berkshire County,131219
25,005,Massachusetts,Bristol County,548285
25,007,Massachusetts,Dukes County,16535
25,009,Massachusetts,Essex County,743159
25,011,Massachusetts,Franklin County,71372
25,013,Massachusetts,Hampden County,463490
25,015,Massachusetts,Hampshire County,158080
25,017,Massachusetts,Middlesex County,1503085
25,019,Massachusetts,Nantucket County,10172
25,021,Massachusetts,Norfolk County,670850
25,023,Massachusetts,Plymouth County,494919
25,025,Massachusetts,Suffolk County,722023
25,027,Massachusetts,Worcester County,798552
26,001,Michigan,Alcona County,10942
26,003,Michigan,Alger County,9601
26,005,Michigan,Allegan County,111408
26,007,Michigan,Alpena County,29598
26,009,Michigan,Antrim County,23580
26,011,Michigan,Arenac County,15899
26,013,Michigan,Baraga County,8860
26,015,Michigan,Barry County,59173
26,017,Michigan,Bay County,107771
26,019,Michigan,Benzie County,17525
26,021,Michigan,Berrien County,156813
26,023,Michigan,Branch County,45248
26,025,Michigan,Calhoun County,136146
26,027,Michigan,Cass County,52293
26,029,Michigan,Charlevoix County,25949
26,031,Michigan,Cheboygan County,26152
26,033,Michigan,Chippewa County,38520
26,035,Michigan,Clare County,30926
26,037,Michigan,Clinton County,75382
26,039,Michigan,Crawford County,14074
26,041,Michigan,Delta County,37069
26,043,Michigan,Dickinson County,26168
26,045,Michigan,Eaton County,107759
26,047,Michigan,Emmet County,32694
26,049,Michigan,Genesee County,425790
26,051,Michigan,Gladwin County,25692
26,053,Michigan,Gogebic County,16427
26,055,Michigan,Grand Traverse County,86986
26,057,Michigan,Gratiot County,42476
26,059,Michigan,Hillsdale County,46688
26,061,Michigan,Houghton County,36628
26,063,Michigan,Huron County,33118
26,065,Michigan,Ingham County,280895
26,067,Michigan,Ionia County,63905
26,069,Michigan,Iosco County,25887
26,071,Michigan,Iron County,11817
26,073,Michigan,Isabella County,70311
26,075,Michigan,Jackson County,160248
26,077,Michigan,Kalamazoo County,250331
26,079,Michigan,Kalkaska County,17153
26,081,Michigan,Kent County,602622
26,083,Michigan,Keweenaw County,2156
26,085,Michigan,Lake County,11539
26,087,Michigan,Lapeer County,88319
26,089,Michigan,Leelanau County,21708
26,091,Michigan,Lenawee County,99892
26,093,Michigan,Livingston County,180967
26,095,Michigan,Luce County,6631
26,097,Michigan,Mackinac County,11113
26,099,Michigan,Macomb County,840978
26,101,Michigan,Manistee County,24733
26,103,Michigan,Marquette County,67077
26,105,Michigan,Mason County,28705
26,107,Michigan,Mecosta County,42798
26,109,Michigan,Menominee County,24029
26,111,Michigan,Midland County,83629
26,113,Michigan,Missaukee County,14849
26,115,Michigan,Monroe County,152021
26,117,Michigan,Montcalm County,63342
26,119,Michigan,Montmorency County,9765
26,121,Michigan,Muskegon County,172188
26,123,Michigan,Newaygo County,48460
26,125,Michigan,Oakland County,1202362
26,127,Michigan,Oceana County,26570
26,129,Michigan,Ogemaw County,21699
26,131,Michigan,Ontonagon County,6780
26,133,Michigan,Osceola County,23528
26,135,Michigan,Oscoda County,8640
26,137,Michigan,Otsego County,24164
26,139,Michigan,Ottawa County,263801
26,141,Michigan,Presque Isle County,13376
26,143,Michigan,Roscommon County,24449
26,145,Michigan,Saginaw County,200169
26,147,Michigan,St. Clair County,163040
26,149,Michigan,St. Joseph County,61295
26,151,Michigan,Sanilac County,43114
26,153,Michigan,Schoolcraft County,8485
26,155,Michigan,Shiawassee County,70648
26,157,Michigan,Tuscola County,55729
26,159,Michigan,Van Buren County,76258
26,161,Michigan,Washtenaw County,344791
26,163,Michigan,Wayne County,1820584
26,165,Michigan,Wexford County,32735
27,001,Minnesota,Aitkin County,16202
27,003,Minnesota,Anoka County,330844
27,005,Minnesota,Becker County,32504
27,007,Minnesota,Beltrami County,44442
27,009,Minnesota,Benton County,38451
27,011,Minnesota,Big Stone County,5269
27,013,Minnesota,Blue Earth County,64013
27,015,Minnesota,Brown County,25893
27,017,Minnesota,Carlton County,35386
27,019,Minnesota,Carver County,91042
27,021,Minnesota,Cass County,28567
27,023,Minnesota,Chippewa County,12441
27,025,Minnesota,Chisago County,53887
27,027,Minnesota,Clay County,58999
27,029,Minnesota,Clearwater County,8695
27,031,Minnesota,Cook County,5176
